student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,avg_marks,performance_level
7658,19,other,private,post graduate,1.2,83.2,yes,30-60 min,yes,group study,55.3,50.1,58.3,52.5,E,54.56666666666666,Average
7659,17,other,private,post graduate,6.1,68.1,no,>60 min,no,mixed,89.1,79.1,90.9,85.2,B,86.36666666666667,Excellent
7660,17,other,public,diploma,4.4,77.8,yes,30-60 min,no,online videos,72.7,80.5,74.4,72.1,C,75.86666666666666,Good
7661,17,other,private,no formal,0.5,92.3,yes,<15 min,yes,coaching,32.4,62.7,51.7,39.5,F,48.93333333333334,Average
7662,16,female,private,phd,5.2,94.6,yes,30-60 min,no,mixed,78.4,55.4,62.9,70.5,C,65.56666666666668,Good
7663,16,other,private,no formal,3.0,72.8,yes,<15 min,yes,group study,59.7,64.2,60.2,56.3,D,61.366666666666674,Good
7664,17,other,private,phd,6.0,86.0,yes,<15 min,no,online videos,53.0,71.6,92.0,72.5,C,72.2,Good
7665,18,female,private,diploma,1.8,73.4,yes,>60 min,yes,coaching,44.8,37.8,46.0,49.3,E,42.86666666666667,Average
7666,16,female,private,graduate,0.5,97.0,yes,30-60 min,yes,textbook,45.4,31.2,34.2,38.8,F,36.93333333333333,Poor
7667,17,other,public,post graduate,1.2,86.4,yes,<15 min,no,coaching,68.7,52.9,59.2,51.6,E,60.26666666666667,Good
7668,16,female,private,phd,3.8,71.6,yes,>60 min,yes,coaching,57.2,55.7,58.9,55.1,D,57.26666666666667,Average
7669,15,male,public,no formal,6.1,74.9,yes,>60 min,yes,group study,68.0,84.2,62.6,80.8,C,71.6,Good
7670,15,male,public,post graduate,5.0,59.2,yes,30-60 min,no,notes,37.2,45.7,64.5,54.0,E,49.13333333333333,Average
7671,14,female,private,graduate,0.6,97.1,no,15-30 min,no,textbook,52.1,33.1,39.2,51.3,E,41.46666666666667,Average
7672,16,male,private,diploma,4.9,62.8,yes,>60 min,no,notes,68.8,71.5,78.8,70.5,C,73.03333333333335,Good
7673,18,male,public,diploma,4.1,59.1,yes,>60 min,yes,coaching,61.4,68.3,56.6,57.7,D,62.099999999999994,Good
7674,18,male,public,post graduate,6.5,72.6,yes,15-30 min,no,coaching,61.8,61.1,72.7,73.0,C,65.2,Good
7675,19,female,public,no formal,2.4,86.3,yes,15-30 min,yes,coaching,59.6,64.4,58.2,57.3,D,60.73333333333333,Good
7676,14,female,private,graduate,5.9,84.1,yes,<15 min,yes,online videos,86.1,88.8,78.4,87.0,B,84.43333333333332,Excellent
7677,18,female,public,post graduate,5.2,62.7,yes,15-30 min,no,group study,64.7,87.7,86.3,74.1,C,79.56666666666666,Good
7678,18,female,public,graduate,5.2,63.2,yes,>60 min,no,mixed,85.4,74.2,70.7,69.5,D,76.76666666666667,Good
7679,16,other,private,diploma,3.5,61.8,yes,30-60 min,yes,mixed,56.0,65.8,44.2,47.4,E,55.333333333333336,Average
7680,15,male,private,graduate,0.6,80.2,yes,>60 min,no,coaching,44.8,57.9,62.8,46.1,E,55.166666666666664,Average
7681,16,female,public,graduate,1.9,97.9,yes,<15 min,no,online videos,41.9,37.0,54.6,55.4,D,44.5,Average
7682,18,female,private,post graduate,6.8,94.5,yes,30-60 min,no,coaching,88.8,78.3,75.4,83.9,C,80.83333333333333,Excellent
7683,19,male,private,post graduate,5.1,75.2,yes,15-30 min,yes,notes,73.2,62.8,88.5,80.0,C,74.83333333333333,Good
7684,17,male,public,phd,4.8,68.9,yes,<15 min,yes,mixed,81.0,87.3,68.7,74.4,C,79.0,Good
7685,17,male,private,no formal,4.4,69.8,no,30-60 min,no,notes,62.2,55.8,75.0,58.1,D,64.33333333333333,Good
7686,17,male,public,high school,1.1,90.3,yes,<15 min,yes,textbook,25.1,39.0,32.3,35.4,F,32.13333333333333,Poor
7687,14,male,public,phd,3.1,82.5,yes,>60 min,no,mixed,51.4,34.2,46.4,51.7,E,44.0,Average
7688,17,male,public,graduate,5.1,52.1,yes,<15 min,yes,notes,72.5,46.0,54.9,62.7,D,57.800000000000004,Average
7689,14,male,public,diploma,1.4,53.8,yes,30-60 min,no,coaching,7.4,18.5,23.4,23.2,F,16.433333333333334,Poor
7690,19,other,public,graduate,7.4,74.1,no,<15 min,yes,online videos,100.0,97.0,94.5,98.3,A,97.16666666666667,Excellent
7691,19,other,public,diploma,1.0,76.6,yes,15-30 min,no,online videos,48.7,23.4,30.2,32.0,F,34.1,Poor
7692,17,female,public,phd,5.6,98.0,yes,>60 min,yes,mixed,81.9,90.9,79.0,92.8,B,83.93333333333334,Excellent
7693,16,male,public,graduate,2.8,57.1,yes,>60 min,no,mixed,32.9,51.7,53.7,50.3,E,46.1,Average
7694,18,other,private,diploma,7.0,90.4,yes,15-30 min,no,textbook,100.0,100.0,100.0,100.0,A,100.0,Excellent
7695,17,male,public,graduate,6.7,94.8,yes,<15 min,yes,group study,59.6,79.8,92.5,82.9,C,77.3,Good
7696,18,male,private,high school,3.0,68.9,yes,15-30 min,no,textbook,42.6,51.8,37.6,43.4,E,44.0,Average
7697,17,female,public,post graduate,4.0,58.1,yes,30-60 min,no,textbook,76.1,71.7,67.9,64.2,D,71.9,Good
7698,15,female,private,high school,7.7,62.3,yes,15-30 min,no,notes,90.5,92.5,86.9,77.1,C,89.96666666666665,Excellent
7699,14,male,public,no formal,5.1,83.1,yes,>60 min,yes,textbook,71.2,84.2,72.1,68.2,D,75.83333333333333,Good
7700,15,other,public,no formal,0.5,53.5,yes,15-30 min,yes,coaching,34.6,15.8,13.1,19.6,F,21.166666666666668,Poor
7701,17,male,public,no formal,6.3,94.3,yes,15-30 min,no,online videos,86.3,76.6,96.8,88.6,B,86.56666666666666,Excellent
7702,16,male,public,no formal,3.2,87.8,yes,30-60 min,yes,coaching,62.8,64.5,81.1,67.5,D,69.46666666666665,Good
7703,17,female,private,no formal,2.6,89.7,yes,15-30 min,no,notes,62.2,65.3,62.3,60.9,D,63.26666666666667,Good
7704,15,female,public,high school,6.7,87.0,yes,15-30 min,yes,coaching,88.0,81.4,87.6,83.9,C,85.66666666666667,Excellent
7705,19,other,public,phd,7.8,56.4,yes,15-30 min,yes,mixed,89.7,82.9,74.6,85.1,B,82.4,Excellent
7706,16,male,private,no formal,1.0,86.5,yes,>60 min,yes,coaching,38.9,49.4,43.8,48.4,E,44.03333333333333,Average
7707,19,female,private,post graduate,3.4,80.0,yes,15-30 min,no,mixed,52.6,47.5,61.3,51.7,E,53.79999999999999,Average
7708,16,male,private,phd,2.6,52.5,yes,<15 min,no,online videos,25.2,28.8,36.0,35.8,F,30.0,Poor
7709,16,male,private,post graduate,7.2,64.2,yes,<15 min,yes,mixed,77.4,69.1,70.2,79.0,C,72.23333333333333,Good
7710,17,female,private,diploma,7.0,71.2,yes,>60 min,yes,notes,90.8,94.2,98.9,84.9,C,94.63333333333333,Excellent
7711,15,other,public,no formal,7.3,77.1,yes,15-30 min,yes,textbook,100.0,97.2,100.0,98.7,A,99.06666666666666,Excellent
7712,15,male,public,diploma,0.8,59.0,yes,15-30 min,no,group study,59.1,44.9,36.7,39.5,F,46.9,Average
7713,16,other,private,graduate,0.9,76.4,yes,15-30 min,yes,notes,39.3,44.3,70.4,44.5,E,51.333333333333336,Average
7714,18,female,private,post graduate,4.6,97.9,yes,>60 min,yes,group study,81.0,63.5,65.7,70.5,C,70.06666666666666,Good
7715,14,female,private,no formal,1.8,67.7,yes,15-30 min,yes,notes,71.6,47.2,35.4,51.4,E,51.4,Average
7716,16,other,private,high school,1.3,57.6,yes,30-60 min,no,mixed,60.8,22.2,36.2,37.7,F,39.733333333333334,Poor
7717,18,male,private,graduate,2.5,73.4,yes,15-30 min,no,group study,69.7,61.8,43.9,59.2,D,58.46666666666667,Average
7718,18,male,public,post graduate,5.8,72.5,yes,>60 min,no,online videos,70.9,100.0,90.0,84.8,C,86.96666666666665,Excellent
7719,16,other,private,high school,5.5,95.9,yes,30-60 min,no,mixed,69.5,81.8,93.6,79.4,C,81.63333333333334,Excellent
7720,14,male,private,post graduate,6.4,73.1,yes,>60 min,yes,notes,62.4,79.6,63.2,71.1,C,68.39999999999999,Good
7721,14,other,public,post graduate,1.0,62.2,yes,15-30 min,yes,online videos,36.8,23.3,31.3,35.4,F,30.466666666666665,Poor
7722,16,other,private,diploma,6.2,61.2,yes,15-30 min,no,mixed,100.0,63.5,77.9,83.0,C,80.46666666666667,Excellent
7723,18,other,public,graduate,4.2,51.7,yes,15-30 min,no,mixed,43.7,41.3,41.5,45.1,E,42.166666666666664,Average
7724,14,female,public,diploma,2.8,87.1,yes,15-30 min,no,coaching,51.0,84.0,57.3,58.6,D,64.10000000000001,Good
7725,19,female,public,post graduate,5.1,63.4,yes,15-30 min,no,group study,71.7,42.0,52.7,59.4,D,55.46666666666667,Average
7726,18,other,private,high school,6.5,89.4,yes,<15 min,yes,online videos,81.0,96.9,92.1,85.8,B,90.0,Excellent
7727,14,male,private,high school,1.3,77.5,yes,15-30 min,yes,notes,55.6,48.3,34.7,45.4,E,46.20000000000001,Average
7728,16,male,private,diploma,6.6,85.6,yes,15-30 min,yes,notes,74.8,84.0,81.1,78.4,C,79.96666666666667,Good
7729,15,female,public,high school,4.8,60.2,yes,30-60 min,no,notes,81.0,73.9,80.2,71.9,C,78.36666666666667,Good
7730,19,female,private,graduate,5.2,57.7,no,15-30 min,yes,notes,59.7,51.2,47.1,57.0,D,52.666666666666664,Average
7731,17,other,public,phd,7.1,70.9,yes,<15 min,yes,coaching,79.7,78.9,66.8,82.7,C,75.13333333333334,Good
7732,15,other,public,diploma,5.8,67.8,yes,15-30 min,no,online videos,57.9,79.7,59.7,72.2,C,65.76666666666667,Good
7733,15,female,public,phd,4.9,75.3,no,30-60 min,no,group study,63.6,72.0,59.1,63.1,D,64.89999999999999,Good
7734,17,male,public,diploma,3.0,87.4,yes,<15 min,no,mixed,39.7,37.2,39.9,52.5,E,38.93333333333334,Poor
7735,14,male,private,no formal,4.3,95.4,yes,15-30 min,no,notes,68.5,65.4,79.8,64.8,D,71.23333333333333,Good
7736,15,other,private,diploma,6.8,79.7,yes,<15 min,yes,textbook,100.0,87.8,90.7,91.0,B,92.83333333333333,Excellent
7737,14,female,public,diploma,8.0,61.3,yes,30-60 min,yes,group study,86.4,68.1,73.7,80.7,C,76.06666666666666,Good
7738,17,female,public,no formal,6.2,64.8,yes,>60 min,no,notes,79.7,92.6,72.4,80.2,C,81.56666666666668,Excellent
7739,18,female,public,diploma,6.4,95.3,no,>60 min,yes,textbook,85.5,82.4,94.3,86.1,B,87.39999999999999,Excellent
7740,16,other,public,no formal,5.7,60.5,yes,>60 min,no,notes,85.9,80.0,89.6,78.7,C,85.16666666666667,Excellent
7741,14,male,private,post graduate,6.3,54.7,yes,<15 min,no,online videos,69.8,87.9,71.4,75.8,C,76.36666666666666,Good
7742,16,male,public,graduate,2.3,96.1,yes,>60 min,no,coaching,55.1,61.9,55.3,53.2,E,57.43333333333334,Average
7743,19,other,public,high school,3.7,51.3,yes,>60 min,no,textbook,39.0,66.0,57.8,52.8,E,54.26666666666667,Average
7744,15,female,public,no formal,4.7,87.4,no,<15 min,no,online videos,57.8,54.3,69.7,65.1,D,60.6,Good
7745,14,other,private,graduate,4.6,57.3,yes,15-30 min,yes,group study,57.1,70.2,61.3,54.6,E,62.866666666666674,Good
7746,14,male,private,post graduate,5.0,83.3,yes,>60 min,yes,coaching,53.9,61.6,77.9,67.3,D,64.46666666666667,Good
7747,18,male,private,diploma,7.8,59.3,yes,30-60 min,no,online videos,90.9,79.9,95.2,88.9,B,88.66666666666667,Excellent
7748,14,other,private,phd,6.9,94.9,yes,15-30 min,yes,mixed,91.0,89.8,79.5,84.5,C,86.76666666666667,Excellent
7749,17,other,public,high school,6.7,52.5,yes,30-60 min,no,coaching,67.7,70.5,71.6,74.7,C,69.93333333333332,Good
7750,19,male,public,post graduate,6.7,65.2,yes,<15 min,no,coaching,85.2,89.3,66.8,81.8,C,80.43333333333334,Excellent
7751,17,other,public,diploma,6.4,89.2,no,15-30 min,yes,textbook,79.7,85.5,95.1,93.2,B,86.76666666666665,Excellent
7752,16,male,private,high school,5.6,78.4,yes,<15 min,yes,textbook,72.3,68.9,69.0,67.8,D,70.06666666666666,Good
7753,15,male,public,high school,2.4,71.1,yes,>60 min,yes,textbook,52.4,73.6,52.2,57.0,D,59.4,Average
7754,14,other,public,diploma,6.9,71.8,yes,<15 min,no,mixed,76.3,90.9,88.9,85.9,B,85.36666666666667,Excellent
7755,14,male,public,no formal,2.6,75.1,no,<15 min,no,coaching,42.1,44.8,41.4,45.7,E,42.76666666666667,Average
7756,19,male,public,graduate,5.9,99.7,no,15-30 min,no,online videos,66.8,82.0,70.4,78.7,C,73.06666666666668,Good
7757,14,male,public,diploma,1.3,83.7,yes,15-30 min,no,textbook,54.4,23.6,59.1,46.7,E,45.699999999999996,Average
7758,14,female,public,post graduate,4.6,74.4,no,>60 min,yes,textbook,70.8,67.3,64.1,69.6,D,67.39999999999999,Good
7759,18,male,private,graduate,2.9,66.1,yes,30-60 min,yes,textbook,52.6,29.8,41.3,42.2,E,41.233333333333334,Average
7760,16,male,public,phd,5.8,75.2,yes,30-60 min,no,coaching,54.6,69.8,79.4,72.7,C,67.93333333333334,Good
7761,16,male,public,no formal,6.9,96.1,yes,30-60 min,yes,coaching,94.5,74.1,75.5,85.6,B,81.36666666666666,Excellent
7762,18,female,public,diploma,0.6,60.9,no,30-60 min,no,mixed,20.1,39.1,38.4,36.5,F,32.53333333333333,Poor
7763,17,female,public,graduate,1.4,67.3,yes,<15 min,no,textbook,32.4,13.0,23.8,33.0,F,23.066666666666666,Poor
7764,19,male,private,high school,7.4,53.2,yes,15-30 min,no,online videos,100.0,78.7,85.6,79.6,C,88.09999999999998,Excellent
7765,16,female,public,post graduate,2.3,81.5,yes,30-60 min,no,notes,37.9,66.9,75.5,53.8,E,60.1,Good
7766,18,female,public,diploma,6.0,88.4,yes,30-60 min,no,online videos,77.2,86.7,87.1,77.2,C,83.66666666666667,Excellent
7767,19,female,private,post graduate,6.6,81.6,yes,15-30 min,no,mixed,78.7,88.4,100.0,89.3,B,89.03333333333335,Excellent
7768,16,female,private,phd,6.1,90.6,yes,15-30 min,no,group study,79.7,95.5,91.1,85.6,B,88.76666666666665,Excellent
7769,15,male,private,phd,0.7,88.5,yes,<15 min,no,notes,34.7,43.7,62.1,44.7,E,46.833333333333336,Average
7770,19,female,public,graduate,6.0,98.6,yes,>60 min,no,mixed,65.5,92.4,71.9,92.2,B,76.60000000000001,Good
7771,15,other,private,post graduate,7.7,72.6,yes,15-30 min,no,coaching,90.6,76.2,88.7,85.4,B,85.16666666666667,Excellent
7772,14,male,private,phd,3.3,54.2,no,15-30 min,no,textbook,38.4,36.1,48.0,38.3,F,40.833333333333336,Average
7773,17,male,private,phd,5.8,76.8,yes,15-30 min,no,mixed,61.0,80.8,67.8,70.4,C,69.86666666666667,Good
7774,19,male,private,post graduate,2.6,88.6,yes,<15 min,no,textbook,70.2,64.3,64.3,57.7,D,66.26666666666667,Good
7775,14,other,private,phd,8.0,70.3,yes,15-30 min,yes,group study,98.2,100.0,87.4,92.9,B,95.2,Excellent
7776,19,other,public,phd,2.1,72.5,yes,15-30 min,no,group study,52.5,61.1,66.7,52.4,E,60.1,Good
7777,18,other,public,high school,2.8,86.9,yes,30-60 min,no,online videos,55.2,39.8,50.0,49.9,E,48.333333333333336,Average
7778,19,male,private,graduate,1.8,50.8,yes,30-60 min,no,online videos,31.6,5.9,23.9,26.2,F,20.466666666666665,Poor
7779,16,female,public,diploma,7.7,82.9,yes,<15 min,yes,group study,96.5,100.0,90.2,96.9,A,95.56666666666666,Excellent
7780,15,male,private,phd,4.8,85.4,yes,30-60 min,yes,notes,79.3,81.4,75.9,74.9,C,78.86666666666666,Good
7781,17,other,private,post graduate,2.4,98.5,yes,<15 min,no,notes,66.8,64.7,79.7,64.4,D,70.39999999999999,Good
7782,14,female,public,phd,1.5,86.5,yes,30-60 min,yes,group study,38.9,58.6,54.5,42.7,E,50.666666666666664,Average
7783,19,female,private,diploma,7.1,56.5,yes,15-30 min,yes,coaching,62.7,72.0,61.7,69.9,D,65.46666666666665,Good
7784,17,female,private,phd,1.0,74.9,yes,15-30 min,yes,mixed,39.3,55.9,47.5,46.2,E,47.56666666666666,Average
7785,16,other,public,no formal,5.3,70.3,yes,15-30 min,yes,notes,58.3,70.4,72.4,67.4,D,67.03333333333333,Good
7786,17,other,private,phd,5.1,70.0,yes,15-30 min,yes,textbook,67.6,71.3,67.4,69.2,D,68.76666666666667,Good
7787,18,other,public,high school,6.3,89.3,yes,15-30 min,no,coaching,84.7,91.5,81.9,79.6,C,86.03333333333335,Excellent
7788,17,female,public,graduate,5.6,79.1,yes,15-30 min,yes,coaching,79.7,92.0,82.9,70.7,C,84.86666666666666,Excellent
7789,19,other,public,post graduate,6.8,86.5,no,>60 min,yes,coaching,100.0,98.3,98.1,98.9,A,98.8,Excellent
7790,19,other,private,post graduate,0.8,87.3,yes,>60 min,no,textbook,44.9,40.3,38.8,33.9,F,41.33333333333333,Average
7791,19,female,public,high school,3.7,84.4,yes,15-30 min,yes,mixed,58.4,74.7,81.0,69.9,D,71.36666666666666,Good
7792,17,other,public,graduate,1.1,87.9,yes,15-30 min,yes,textbook,58.4,45.6,55.6,47.9,E,53.199999999999996,Average
7793,18,other,public,graduate,3.5,60.9,no,30-60 min,no,mixed,67.8,50.3,59.9,58.0,D,59.333333333333336,Average
7794,15,other,private,post graduate,4.7,54.9,yes,<15 min,yes,mixed,38.6,63.6,67.3,52.7,E,56.5,Average
7795,14,male,private,high school,5.0,58.1,yes,<15 min,yes,coaching,53.0,79.9,57.8,64.7,D,63.56666666666666,Good
7796,16,other,private,post graduate,7.4,90.4,yes,15-30 min,yes,mixed,79.0,86.3,69.5,85.7,B,78.26666666666667,Good
7797,19,female,private,graduate,7.4,97.8,no,<15 min,yes,group study,100.0,96.1,100.0,100.0,A,98.7,Excellent
7798,14,male,private,post graduate,2.8,96.8,yes,<15 min,no,notes,32.6,66.2,74.7,55.3,D,57.833333333333336,Average
7799,17,female,public,phd,5.7,50.6,no,30-60 min,yes,group study,59.0,47.6,78.5,56.4,D,61.699999999999996,Good
7800,15,other,private,diploma,5.8,99.8,yes,30-60 min,yes,group study,100.0,100.0,87.8,96.2,A,95.93333333333334,Excellent
7801,16,other,public,diploma,7.7,94.3,yes,30-60 min,yes,coaching,100.0,95.0,85.6,90.7,B,93.53333333333335,Excellent
7802,14,other,private,post graduate,1.1,59.9,yes,15-30 min,yes,group study,43.3,29.8,11.9,28.6,F,28.333333333333332,Poor
7803,18,other,private,post graduate,5.1,77.9,yes,15-30 min,yes,mixed,65.4,80.7,71.3,69.6,D,72.46666666666668,Good
7804,18,female,public,phd,3.6,99.2,yes,15-30 min,no,mixed,61.5,71.6,75.2,67.7,D,69.43333333333334,Good
7805,18,other,private,graduate,3.1,73.5,yes,>60 min,yes,online videos,62.8,51.8,42.3,51.5,E,52.29999999999999,Average
7806,18,male,public,graduate,5.1,97.7,yes,15-30 min,yes,coaching,97.8,80.1,81.2,85.1,B,86.36666666666666,Excellent
7807,15,male,private,no formal,2.6,77.2,yes,>60 min,no,online videos,52.1,45.5,60.7,46.8,E,52.76666666666667,Average
7808,17,male,private,diploma,0.8,67.2,yes,<15 min,no,mixed,14.5,23.0,46.6,26.7,F,28.03333333333333,Poor
7809,14,other,public,high school,6.3,58.0,yes,30-60 min,yes,online videos,74.2,72.4,83.4,74.5,C,76.66666666666667,Good
7810,16,female,public,phd,1.2,55.2,yes,<15 min,yes,notes,25.2,38.3,25.9,30.9,F,29.8,Poor
7811,17,other,public,no formal,3.0,85.3,yes,>60 min,no,notes,42.0,48.1,72.3,54.3,E,54.133333333333326,Average
7812,18,female,private,post graduate,5.0,66.4,yes,15-30 min,yes,textbook,63.7,69.1,66.6,60.9,D,66.46666666666667,Good
7813,14,female,private,phd,5.2,70.4,yes,15-30 min,no,textbook,64.2,82.9,69.8,73.2,C,72.30000000000001,Good
7814,18,other,public,diploma,5.5,96.9,yes,30-60 min,yes,notes,100.0,100.0,86.0,91.7,B,95.33333333333333,Excellent
7815,16,female,private,post graduate,8.0,60.0,no,15-30 min,yes,coaching,69.1,86.0,57.1,79.6,C,70.73333333333333,Good
7816,19,female,public,graduate,3.5,68.7,yes,<15 min,no,group study,25.8,53.4,67.2,49.6,E,48.800000000000004,Average
7817,17,male,public,post graduate,1.5,95.5,no,30-60 min,no,mixed,59.8,66.3,84.1,57.9,D,70.06666666666666,Good
7818,17,female,public,post graduate,1.5,97.0,yes,<15 min,no,coaching,60.5,51.8,45.2,45.2,E,52.5,Average
7819,18,male,public,high school,4.3,90.1,yes,>60 min,yes,coaching,69.1,76.2,74.1,67.5,D,73.13333333333334,Good
7820,18,male,private,post graduate,3.4,69.2,no,<15 min,no,textbook,51.2,44.1,56.2,56.5,D,50.5,Average
7821,14,male,public,phd,7.3,56.3,yes,>60 min,no,textbook,60.3,61.7,73.3,71.0,C,65.10000000000001,Good
7822,17,male,public,high school,4.3,89.5,yes,30-60 min,yes,textbook,46.3,53.4,50.2,60.8,D,49.96666666666666,Average
7823,14,male,private,high school,3.9,92.0,yes,<15 min,no,notes,56.0,77.1,66.7,61.9,D,66.60000000000001,Good
7824,16,male,public,high school,7.0,85.7,no,15-30 min,yes,notes,86.4,74.7,100.0,96.7,A,87.03333333333335,Excellent
7825,18,male,private,phd,6.5,66.9,yes,<15 min,no,coaching,71.4,81.3,69.5,69.6,D,74.06666666666666,Good
7826,19,other,private,phd,5.9,82.6,yes,15-30 min,no,group study,82.2,83.0,80.6,83.7,C,81.93333333333332,Excellent
7827,15,male,public,diploma,4.5,85.1,yes,>60 min,yes,mixed,68.7,69.0,79.2,68.0,D,72.3,Good
7828,16,female,private,phd,2.3,94.4,yes,15-30 min,no,online videos,40.9,52.6,43.3,49.9,E,45.6,Average
7829,17,male,public,post graduate,4.8,57.0,yes,30-60 min,yes,textbook,53.8,35.6,53.0,55.7,D,47.46666666666667,Average
7830,16,other,private,diploma,1.4,63.2,yes,30-60 min,yes,online videos,43.0,27.7,30.1,33.4,F,33.6,Poor
7831,15,male,public,post graduate,4.5,70.2,yes,>60 min,yes,online videos,47.9,70.7,61.0,65.8,D,59.86666666666667,Average
7832,15,other,public,phd,6.9,90.6,yes,15-30 min,no,notes,88.6,100.0,88.6,97.2,A,92.39999999999999,Excellent
7833,16,female,public,phd,4.4,94.7,yes,<15 min,yes,notes,70.7,82.6,82.2,73.9,C,78.5,Good
7834,17,other,public,diploma,1.0,63.9,no,<15 min,no,group study,25.6,31.2,45.4,30.2,F,34.06666666666666,Poor
7835,19,female,private,high school,0.7,75.2,yes,30-60 min,yes,group study,47.0,45.7,40.6,32.0,F,44.43333333333334,Average
7836,17,female,private,high school,7.0,80.4,yes,>60 min,yes,coaching,77.1,93.0,100.0,93.6,B,90.03333333333335,Excellent
7837,16,other,private,post graduate,2.2,58.3,yes,30-60 min,yes,mixed,2.3,35.2,40.3,31.6,F,25.933333333333334,Poor
7838,17,other,public,post graduate,4.4,89.6,yes,>60 min,yes,textbook,76.6,71.1,66.0,65.0,D,71.23333333333333,Good
7839,18,female,private,post graduate,6.3,73.5,no,30-60 min,no,coaching,66.7,76.3,79.6,81.5,C,74.2,Good
7840,16,other,public,no formal,2.4,94.7,yes,30-60 min,no,online videos,51.6,64.2,61.0,59.5,D,58.93333333333334,Average
7841,16,other,public,phd,6.0,77.4,yes,<15 min,no,textbook,85.5,80.3,92.4,82.4,C,86.06666666666668,Excellent
7842,15,other,private,no formal,1.1,91.7,yes,<15 min,no,online videos,51.4,36.9,42.0,38.8,F,43.43333333333334,Average
7843,19,other,private,graduate,6.1,52.5,no,>60 min,no,notes,72.6,84.2,92.2,79.7,C,83.0,Excellent
7844,19,male,public,phd,1.0,71.9,no,>60 min,yes,coaching,38.6,51.2,37.5,44.9,E,42.43333333333334,Average
7845,15,female,public,high school,2.6,71.0,yes,>60 min,no,mixed,40.0,53.5,50.2,52.3,E,47.9,Average
7846,16,female,private,graduate,2.4,59.7,yes,15-30 min,no,group study,38.9,38.5,43.5,38.7,F,40.300000000000004,Average
7847,15,other,private,phd,7.2,78.1,yes,<15 min,no,online videos,100.0,99.5,85.8,94.7,B,95.10000000000001,Excellent
7848,19,male,public,high school,4.5,87.5,yes,30-60 min,no,notes,65.2,73.7,76.4,71.6,C,71.76666666666667,Good
